STATE,STATENAME,ST_CASE,VEH_NO,MOD_YEAR,MOD_YEARNAME,VPICBODYCLASSNAME,MAKENAME,BODY_TYP,BODY_TYPNAME,ROLLOVER,ROLLOVERNAME,FIRE_EXP,FIRE_EXPNAME,DEATHS,DR_DRINK,DR_DRINKNAME,SPEEDREL,SPEEDRELNAME,VSPD_LIM,VSPD_LIMNAME,VSURCOND,VSURCONDNAME
48,Texas,482059,2,2015,2015,Incomplete - Glider,Other Make,78,Unknown medium/heavy truck type,0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482060,1,2015,2015,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482062,1,2007,2007,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Toyota,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,1,0,No,5,"Yes, Specifics Unknown",60,60 MPH,1,Dry
48,Texas,482063,1,2020,2020,Sedan/Saloon,KIA,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482064,1,2016,2016,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,1,Yes,4,"Yes, Too Fast for Conditions",75,75 MPH,2,Wet
48,Texas,482065,1,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482065,2,2020,2020,Motorcycle - Sport,Kawasaki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,1,Yes,1,0,No,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
48,Texas,482066,1,2006,2006,Off-road Vehicle - Dirt Bike / Off-Road,Yamaha,83,Off-road Motorcycle,8,Not Applicable,0,No or Not Reported,1,0,No,0,No,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access
48,Texas,482066,2,2000,2000,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482067,1,1991,1991,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,1,Dry
48,Texas,482067,2,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Honda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
48,Texas,482068,1,2020,2020,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482069,1,2017,2017,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,45,45 MPH,1,Dry
48,Texas,482069,2,2007,2007,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Toyota,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482070,1,2021,2021,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Mercedes-Benz,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482070,2,2022,2022,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482071,1,2018,2018,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482072,1,2013,2013,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,6,Station Wagon (excluding van and truck based),3,Rollover,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
48,Texas,482073,1,2019,2019,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482073,2,2023,2023,Motorcycle - Three-Wheeled Motorcycle [2 Rear Wheels],Other Make,87,Unknown Three Wheel Motorcycle Type,0,No Rollover,0,No or Not Reported,1,0,No,0,No,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access
48,Texas,482074,1,2023,2023,Motorcycle - Touring / Sport Touring,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,5,"Yes, Specifics Unknown",35,35 MPH,1,Dry
48,Texas,482075,1,2019,2019,Off-road Vehicle - Multipurpose Off-Highway Utility Vehicle [MOHUV] or Recreational Off-Highway Vehicle [ROV],Other Make,96,Multipurpose Off-Highway Utility Vehicles [MOHUV] or Recreational Off-Highway Vehicle [ROV],0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",30,30 MPH,1,Dry
48,Texas,482076,1,2015,2015,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,70,70 MPH,1,Dry
48,Texas,482076,2,2024,2024,Coupe,Ford,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,2,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482077,1,2016,2016,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Mazda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,98,Not Reported
48,Texas,482077,2,2003,2003,Pickup,Toyota,34,Light Pickup,3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",40,40 MPH,1,Dry
48,Texas,482078,1,2015,2015,Pickup,Ford,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
48,Texas,482079,1,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",75,75 MPH,2,Wet
48,Texas,482081,1,2006,2006,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,50,50 MPH,1,Dry
48,Texas,482081,2,2020,2020,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
48,Texas,482081,3,2007,2007,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
48,Texas,482083,1,2018,2018,Pickup,Dodge,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482083,2,2001,2001,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482084,1,2012,2012,Truck-Tractor,Other Make,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",3,Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",70,70 MPH,1,Dry
48,Texas,482085,1,2010,2010,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482085,2,2013,2013,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482085,3,2018,2018,Pickup,Dodge,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482087,1,2007,2007,Truck,Other Make,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",3,Rollover,0,No or Not Reported,1,0,No,5,"Yes, Specifics Unknown",70,70 MPH,2,Wet
48,Texas,482088,1,2023,2023,Pickup,Ford,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482089,1,2019,2019,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",60,60 MPH,1,Dry
48,Texas,482089,2,2006,2006,Cargo Van,Chevrolet,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482089,3,2024,2024,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482090,1,2007,2007,Motorcycle - Touring / Sport Touring,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",55,55 MPH,1,Dry
48,Texas,482091,1,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,4,"Yes, Too Fast for Conditions",70,70 MPH,1,Dry
48,Texas,482091,2,2002,2002,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,8,No Driver Present/Unknown if Driver Present,70,70 MPH,1,Dry
48,Texas,482092,1,2015,2015,Pickup,GMC,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482093,1,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Dodge,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482093,2,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,2,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482094,1,2016,2016,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,35,35 MPH,1,Dry
48,Texas,482095,1,2011,2011,Pickup,Dodge,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482096,1,2015,2015,Pickup,Toyota,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482097,1,2022,2022,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,1,Yes,3,"Yes, Exceeded Speed Limit",45,45 MPH,1,Dry
48,Texas,482097,2,2021,2021,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482098,1,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Porsche,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,1,Yes,1,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482099,1,2007,2007,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,6,Water (Standing or Moving)
48,Texas,482100,1,2016,2016,Crossover Utility Vehicle (CUV),Nissan/Datsun,6,Station Wagon (excluding van and truck based),0,No Rollover,0,No or Not Reported,1,0,No,0,No,30,30 MPH,1,Dry
48,Texas,482101,1,2020,2020,Motorcycle - Standard,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,1,Yes,1,1,Yes,4,"Yes, Too Fast for Conditions",35,35 MPH,1,Dry
48,Texas,482101,2,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482102,1,2022,2022,Motorcycle - Sport,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",65,65 MPH,1,Dry
48,Texas,482102,2,2022,2022,Sedan/Saloon,Mercedes-Benz,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482104,1,2006,2006,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482105,1,2021,2021,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482106,1,2016,2016,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,1,Yes,3,"Yes, Exceeded Speed Limit",55,55 MPH,1,Dry
48,Texas,482107,1,2024,2024,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Mercedes-Benz,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,55,55 MPH,1,Dry
48,Texas,482108,1,2001,2001,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482108,2,2009,2009,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Land Rover,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482109,1,2018,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,1,1,Yes,0,No,75,75 MPH,1,Dry
48,Texas,482109,2,2015,2015,Pickup,Dodge,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,75,75 MPH,1,Dry
48,Texas,482110,1,2007,2007,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Honda,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",3,Rollover,0,No or Not Reported,1,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482111,1,2006,2006,Sedan/Saloon,Chrysler,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,30,30 MPH,1,Dry
48,Texas,482111,2,2003,2003,Motorcycle - Cruiser,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,30,30 MPH,1,Dry
48,Texas,482112,1,2005,2005,Motorcycle - Custom,Other Make,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",60,60 MPH,1,Dry
48,Texas,482113,1,2016,2016,Sedan/Saloon,Ford,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",70,70 MPH,1,Dry
48,Texas,482113,2,2021,2021,Truck-Tractor,Peterbilt,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482114,1,2004,2004,Motorcycle - Custom,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482115,1,2022,2022,Pickup,Dodge,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482116,1,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",3,Rollover,0,No or Not Reported,1,1,Yes,0,No,60,60 MPH,1,Dry
48,Texas,482117,1,2000,2000,Sedan/Saloon,Mercury,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,4,"Yes, Too Fast for Conditions",40,40 MPH,1,Dry
48,Texas,482118,1,2004,2004,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access
48,Texas,482118,2,2000,2000,Sedan/Saloon,Buick / Opel,4,"4-door sedan, hardtop",0,No Rollover,1,Yes,1,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482119,1,2023,2023,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482119,2,2009,2009,Pickup,Toyota,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,55,55 MPH,1,Dry
48,Texas,482120,1,2015,2015,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,1,Yes,0,No,75,75 MPH,1,Dry
48,Texas,482120,2,2024,2024,Pickup,GMC,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482121,1,2000,2000,Sedan/Saloon,Toyota,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",40,40 MPH,1,Dry
48,Texas,482121,2,2017,2017,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
48,Texas,482122,1,2012,2012,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,50,50 MPH,1,Dry
48,Texas,482122,2,2024,2024,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,19,"Utility Vehicle, Unknown body type",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482122,3,2021,2021,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Honda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482122,4,2016,2016,Pickup,Nissan/Datsun,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482122,5,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,35,35 MPH,1,Dry
48,Texas,482123,1,1998,1998,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,4,"Yes, Too Fast for Conditions",65,65 MPH,1,Dry
48,Texas,482123,2,2024,2024,Sedan/Saloon,BMW,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,65,65 MPH,1,Dry
48,Texas,482124,1,2010,2010,Coupe,Ford,2,"2-door sedan,hardtop,coupe",0,No Rollover,0,No or Not Reported,1,0,No,2,"Yes, Racing",30,30 MPH,1,Dry
48,Texas,482124,2,2014,2014,Truck-Tractor,Kenworth,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,8,No Driver Present/Unknown if Driver Present,30,30 MPH,1,Dry
48,Texas,482125,1,2016,2016,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,1,Yes,5,"Yes, Specifics Unknown",60,60 MPH,1,Dry
48,Texas,482126,1,2008,2008,Sedan/Saloon,Mazda,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",30,30 MPH,1,Dry
48,Texas,482127,1,2002,2002,Motorcycle - Touring / Sport Touring,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,5,"Yes, Specifics Unknown",30,30 MPH,1,Dry
48,Texas,482128,1,2014,2014,Sedan/Saloon,Dodge,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,98,Not Reported
48,Texas,482128,2,2018,2018,Pickup,Ford,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482129,1,2022,2022,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482130,1,2018,2018,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482130,2,2010,2010,Sport Utility Truck (SUT),Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482131,1,2019,2019,Motorcycle - Custom,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,1,Yes,0,No,75,75 MPH,1,Dry
48,Texas,482132,1,2019,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Ford,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482133,1,2007,2007,Pickup,Chevrolet,34,Light Pickup,3,Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482133,2,2011,2011,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),KIA,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482134,1,2001,2001,Pickup,Ford,34,Light Pickup,0,No Rollover,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",45,45 MPH,1,Dry
48,Texas,482134,2,2019,2019,Truck,Other Make,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482135,1,2024,2024,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,1,Yes,1,0,No,0,No,35,35 MPH,2,Wet
48,Texas,482136,1,2000,2000,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482136,2,2019,2019,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482136,3,2016,2016,Sedan/Saloon,Mazda,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,60,60 MPH,1,Dry
48,Texas,482137,1,2000,2000,Motorcycle - Street,Honda,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,4,"Yes, Too Fast for Conditions",40,40 MPH,1,Dry
48,Texas,482137,2,2020,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
48,Texas,482137,3,2019,2019,Pickup,Chevrolet,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,0,No,40,40 MPH,1,Dry
48,Texas,482139,1,2023,2023,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,No Rollover,0,No or Not Reported,1,0,No,5,"Yes, Specifics Unknown",70,70 MPH,2,Wet
48,Texas,482139,2,2022,2022,Pickup,Chevrolet,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,No Rollover,0,No or Not Reported,0,0,No,8,No Driver Present/Unknown if Driver Present,70,70 MPH,2,Wet
48,Texas,482140,1,2016,2016,Sedan/Saloon,Honda,4,"4-door sedan, hardtop",3,Rollover,0,No or Not Reported,1,0,No,0,No,75,75 MPH,1,Dry
48,Texas,482141,1,2016,2016,Off-road Vehicle - Multipurpose Off-Highway Utility Vehicle [MOHUV] or Recreational Off-Highway Vehicle [ROV],Other Make,96,Multipurpose Off-Highway Utility Vehicles [MOHUV] or Recreational Off-Highway Vehicle [ROV],3,Rollover,0,No or Not Reported,1,1,Yes,0,No,30,30 MPH,1,Dry
48,Texas,482142,1,2016,2016,Sedan/Saloon,Nissan/Datsun,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,1,1,Yes,0,No,35,35 MPH,1,Dry
48,Texas,482142,2,2021,2021,Sedan/Saloon,Toyota,4,"4-door sedan, hardtop",0,No Rollover,0,No or Not Reported,0,0,No,0,No,45,45 MPH,1,Dry
48,Texas,482143,1,2017,2017,Truck-Tractor,Freightliner,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",3,Rollover,0,No or Not Reported,1,0,No,0,No,70,70 MPH,1,Dry
48,Texas,482144,1,2014,2014,Pickup,Chevrolet,34,Light Pickup,0,No Rollover,0,No or Not Reported,0,0,No,0,No,55,55 MPH,98,Not Reported
48,Texas,482144,2,2008,2008,Motorcycle - Custom,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),8,Not Applicable,0,No or Not Reported,1,0,No,0,No,65,65 MPH,1,Dry
